Project_ID,Project_Name,Location,Progress,Budget,Spent,Workers,Delay
P0430,Project_P0430,Chennai,71,11359613,6093076,30,Yes
P0431,Project_P0431,Chennai,61,23050766,8332125,20,No
P0432,Project_P0432,Bengaluru,21,30205230,29581589,64,Yes
P0433,Project_P0433,Hyderabad,16,46689405,46363019,100,Yes
P0434,Project_P0434,Mumbai,27,6900936,2624093,98,Yes
P0435,Project_P0435,Hyderabad,51,40827681,43381873,112,No
P0436,Project_P0436,Delhi,92,12869549,5338153,87,No
P0437,Project_P0437,Mumbai,20,40852676,22977129,88,Yes
P0438,Project_P0438,Chennai,99,19010592,6637917,87,No
P0439,Project_P0439,Bengaluru,49,42448989,31202233,114,Yes
P0440,Project_P0440,Bengaluru,27,9891530,6991673,67,No
P0441,Project_P0441,Delhi,54,30165284,28613280,70,Yes
P0442,Project_P0442,Mumbai,78,26934875,14239815,35,Yes
P0443,Project_P0443,Bengaluru,63,7476567,4388392,15,No
P0444,Project_P0444,Mumbai,57,37173431,42841489,78,No
P0445,Project_P0445,Delhi,46,40611170,16225566,23,Yes
P0446,Project_P0446,Chennai,81,6538041,4063567,33,No
P0447,Project_P0447,Mumbai,41,37582441,27243210,81,Yes
P0448,Project_P0448,Delhi,89,32140886,9836371,22,Yes
P0449,Project_P0449,Hyderabad,35,42144552,20291142,108,No
P0450,Project_P0450,Delhi,88,17195159,5427807,78,No
P0451,Project_P0451,Delhi,34,38854111,30719274,68,Yes
P0452,Project_P0452,Mumbai,78,43072425,51070593,112,Yes
P0453,Project_P0453,Bengaluru,57,42842332,33875105,63,Yes
P0454,Project_P0454,Bengaluru,51,21085481,10673964,60,Yes
P0455,Project_P0455,Delhi,91,26609311,14407309,28,Yes
P0456,Project_P0456,Chennai,95,25900131,26334202,119,Yes
P0457,Project_P0457,Delhi,19,14636055,13736861,19,Yes
P0458,Project_P0458,Bengaluru,52,46283006,38313580,53,No
P0459,Project_P0459,Chennai,97,29859363,28168438,30,No
P0460,Project_P0460,Bengaluru,11,40699745,29539516,117,Yes
P0461,Project_P0461,Mumbai,60,43423568,46019432,97,Yes
P0462,Project_P0462,Bengaluru,15,18666942,10433499,47,Yes
P0463,Project_P0463,Mumbai,79,45719276,16096822,66,Yes
P0464,Project_P0464,Delhi,64,8751633,10291003,47,Yes
P0465,Project_P0465,Delhi,65,41691222,31457700,103,Yes
P0466,Project_P0466,Chennai,30,6618367,2719744,50,Yes
P0467,Project_P0467,Delhi,97,26303230,16735387,108,Yes
P0468,Project_P0468,Bengaluru,34,47538335,47689326,81,Yes
P0469,Project_P0469,Delhi,95,34954080,29285072,105,No
P0470,Project_P0470,Delhi,96,48053828,15335490,76,No
P0471,Project_P0471,Hyderabad,97,25337134,26603621,46,Yes
P0472,Project_P0472,Hyderabad,12,26806572,29615120,72,Yes
P0473,Project_P0473,Delhi,99,47991903,54459343,44,No
P0474,Project_P0474,Bengaluru,31,37417920,15713529,53,Yes
P0475,Project_P0475,Delhi,27,27565756,14997088,65,Yes
P0476,Project_P0476,Hyderabad,61,38199686,14240916,65,Yes
P0477,Project_P0477,Delhi,56,5744956,4357269,50,Yes
P0478,Project_P0478,Hyderabad,65,22698715,11655009,107,Yes
P0479,Project_P0479,Bengaluru,67,13903952,11416495,38,Yes
P0480,Project_P0480,Mumbai,35,46340611,29237326,102,Yes
P0481,Project_P0481,Mumbai,92,10587955,3612833,108,No
P0482,Project_P0482,Mumbai,63,43764482,25695107,88,Yes
P0483,Project_P0483,Mumbai,59,30162926,16348906,119,Yes
P0484,Project_P0484,Hyderabad,17,11129471,6190804,87,Yes
P0485,Project_P0485,Mumbai,46,24370263,13309330,60,Yes
P0486,Project_P0486,Mumbai,38,46516243,21775870,31,No
P0487,Project_P0487,Bengaluru,29,29526353,27073528,67,No
P0488,Project_P0488,Bengaluru,85,17176784,11532387,16,No
P0489,Project_P0489,Chennai,49,26223141,10368604,19,Yes
P0490,Project_P0490,Bengaluru,12,22067611,24630423,19,Yes
P0491,Project_P0491,Delhi,93,35255299,14728627,120,Yes
P0492,Project_P0492,Delhi,43,46754746,25223920,26,No
P0493,Project_P0493,Hyderabad,12,47905375,26794014,82,Yes
P0494,Project_P0494,Delhi,46,41160305,27081478,16,No
P0495,Project_P0495,Hyderabad,62,10646842,5663109,26,No
P0496,Project_P0496,Chennai,61,18608223,11736034,104,No
P0497,Project_P0497,Delhi,100,22685191,7561857,70,No
P0498,Project_P0498,Chennai,74,44316348,52025847,80,No
P0499,Project_P0499,Hyderabad,51,31697589,29501245,21,Yes
P0500,Project_P0500,Delhi,35,16253205,4905614,119,Yes
P0501,Project_P0501,Delhi,66,40624011,30070663,10,Yes
P0502,Project_P0502,Delhi,35,15778176,16100986,40,Yes
P0503,Project_P0503,Mumbai,44,44584790,35916683,69,No
P0504,Project_P0504,Delhi,75,31756441,35148254,55,Yes
P0505,Project_P0505,Chennai,14,22727774,10495577,19,Yes
P0506,Project_P0506,Hyderabad,5,22063931,14284682,73,Yes
P0507,Project_P0507,Delhi,36,33831610,36433656,80,Yes
P0508,Project_P0508,Bengaluru,58,18568404,17639312,61,Yes
P0509,Project_P0509,Chennai,12,24327988,11322518,57,Yes
P0510,Project_P0510,Hyderabad,35,25723021,12783963,91,Yes
P0511,Project_P0511,Mumbai,58,34548438,23087036,100,No
P0512,Project_P0512,Bengaluru,36,9309720,5953007,32,Yes
P0513,Project_P0513,Bengaluru,5,27921534,26439657,89,Yes
P0514,Project_P0514,Delhi,32,41910436,44453923,109,Yes
P0515,Project_P0515,Mumbai,79,44963957,34740090,83,No
P0516,Project_P0516,Mumbai,68,27753018,22558350,11,No
P0517,Project_P0517,Delhi,63,19064997,12095987,118,Yes
P0518,Project_P0518,Mumbai,63,47286938,52511241,66,No
P0519,Project_P0519,Mumbai,22,24841187,11031860,27,Yes
P0520,Project_P0520,Hyderabad,7,47539232,21461671,102,Yes
P0521,Project_P0521,Hyderabad,34,24167579,15240873,109,Yes
P0522,Project_P0522,Hyderabad,9,34028875,35212694,116,Yes
P0523,Project_P0523,Hyderabad,40,16463744,14808971,55,Yes
P0524,Project_P0524,Chennai,78,37571888,12522545,36,Yes
P0525,Project_P0525,Hyderabad,43,22060747,15285536,35,Yes
P0526,Project_P0526,Mumbai,7,32722494,20763509,29,Yes
P0527,Project_P0527,Bengaluru,100,10565611,12445692,97,No
P0528,Project_P0528,Hyderabad,11,8373474,4508215,65,Yes
P0529,Project_P0529,Chennai,44,29782634,18479468,28,Yes
P0530,Project_P0530,Chennai,78,34050422,14599919,72,No
P0531,Project_P0531,Chennai,75,26739129,31278815,106,Yes
P0532,Project_P0532,Chennai,84,44371901,20820276,41,No
P0533,Project_P0533,Delhi,80,20637388,9584649,97,Yes
P0534,Project_P0534,Hyderabad,69,30605881,23607301,92,Yes
P0535,Project_P0535,Mumbai,15,25015495,27305534,90,Yes
P0536,Project_P0536,Mumbai,68,26794875,23590133,45,No
P0537,Project_P0537,Bengaluru,54,28396362,9013377,32,Yes
P0538,Project_P0538,Delhi,36,22131942,23566167,97,Yes
P0539,Project_P0539,Mumbai,42,27553222,18621789,25,No
P0540,Project_P0540,Chennai,23,31814475,27983982,56,Yes
P0541,Project_P0541,Delhi,74,12056234,3792683,68,No
P0542,Project_P0542,Bengaluru,25,44249556,47575582,101,No
P0543,Project_P0543,Hyderabad,95,24474327,24098868,118,Yes
P0544,Project_P0544,Chennai,45,36641596,23869232,89,Yes
P0545,Project_P0545,Delhi,25,41969083,31753543,99,Yes
P0546,Project_P0546,Chennai,56,17638279,10972374,29,No
P0547,Project_P0547,Delhi,40,29433811,9820604,23,Yes
P0548,Project_P0548,Mumbai,94,27078874,22168296,61,No
P0549,Project_P0549,Mumbai,54,35055112,12955014,58,Yes
P0550,Project_P0550,Bengaluru,7,7615819,9075837,75,Yes
P0551,Project_P0551,Mumbai,30,6613746,6324531,48,No
P0552,Project_P0552,Chennai,100,32925326,38561488,18,Yes
P0553,Project_P0553,Delhi,72,24765449,11993942,18,Yes
P0554,Project_P0554,Bengaluru,42,19246472,13959693,87,Yes
P0555,Project_P0555,Mumbai,52,23720802,8787464,102,No
P0556,Project_P0556,Bengaluru,41,10740241,12051100,11,Yes
P0557,Project_P0557,Hyderabad,22,25882094,22286128,110,Yes
P0558,Project_P0558,Chennai,63,25944548,24832847,34,No
P0559,Project_P0559,Bengaluru,41,48521841,57201969,67,Yes
P0560,Project_P0560,Delhi,62,19075358,19464960,51,Yes
P0561,Project_P0561,Hyderabad,30,25117993,15853902,16,No
P0562,Project_P0562,Mumbai,26,13132568,12819997,94,No
P0563,Project_P0563,Hyderabad,42,5155397,3340125,98,Yes
P0564,Project_P0564,Delhi,63,31605851,11705907,15,No
P0565,Project_P0565,Chennai,47,19631342,18446490,39,No
P0566,Project_P0566,Chennai,19,8240262,6026468,18,Yes
P0567,Project_P0567,Chennai,80,11042534,8544294,61,Yes
P0568,Project_P0568,Mumbai,93,47026278,55289451,86,No
P0569,Project_P0569,Delhi,61,19761035,20990649,103,Yes
P0570,Project_P0570,Hyderabad,87,14819367,17447687,109,Yes
P0571,Project_P0571,Hyderabad,90,37412110,32827266,40,Yes
P0572,Project_P0572,Chennai,87,16986400,11354355,112,Yes
P0573,Project_P0573,Hyderabad,91,24267008,13839874,11,No
P0574,Project_P0574,Delhi,23,10684701,5571495,26,Yes
P0575,Project_P0575,Mumbai,11,39607856,37157078,106,Yes
P0576,Project_P0576,Chennai,95,5903330,2188158,101,Yes
P0577,Project_P0577,Chennai,73,19522827,18827484,52,No
P0578,Project_P0578,Delhi,15,40780473,42737987,78,Yes
P0579,Project_P0579,Hyderabad,21,9649095,8541459,35,Yes
P0580,Project_P0580,Hyderabad,5,37121547,32137113,91,Yes
P0581,Project_P0581,Hyderabad,18,12775577,14542533,62,Yes
P0582,Project_P0582,Mumbai,94,11458361,11936676,100,Yes
P0583,Project_P0583,Hyderabad,97,34100875,30650386,54,No
P0584,Project_P0584,Hyderabad,98,33179975,18230733,78,Yes
P0585,Project_P0585,Delhi,60,7490940,2585011,20,No
P0586,Project_P0586,Chennai,75,42880714,17023097,34,Yes
P0587,Project_P0587,Delhi,76,46156638,45556770,38,Yes
P0588,Project_P0588,Hyderabad,88,28409553,17806293,108,Yes
P0589,Project_P0589,Chennai,17,12311019,11978096,28,Yes
P0590,Project_P0590,Delhi,55,42688753,42988795,69,No
P0591,Project_P0591,Delhi,79,5961996,5305563,78,Yes
P0592,Project_P0592,Bengaluru,60,39523649,41166535,15,Yes
P0593,Project_P0593,Mumbai,75,15828607,6093145,117,No
P0594,Project_P0594,Bengaluru,27,16391032,18337554,79,Yes
P0595,Project_P0595,Delhi,85,41653348,39770471,20,No
P0596,Project_P0596,Hyderabad,21,30012897,33330387,84,Yes
P0597,Project_P0597,Delhi,60,47851821,37997633,38,No
P0598,Project_P0598,Bengaluru,28,48670892,58160274,57,Yes
P0599,Project_P0599,Mumbai,73,15529771,8735617,73,Yes
P0600,Project_P0600,Bengaluru,72,42541839,37670679,23,Yes
P0601,Project_P0601,Delhi,83,43769938,47010543,37,Yes
P0602,Project_P0602,Bengaluru,98,13844779,15882190,23,No
P0603,Project_P0603,Mumbai,18,17878690,19775367,58,Yes
P0604,Project_P0604,Delhi,99,36037928,39532246,47,No
P0605,Project_P0605,Delhi,15,39112339,24466493,58,Yes
P0606,Project_P0606,Bengaluru,16,24013586,15958494,66,Yes
P0607,Project_P0607,Delhi,79,44981406,21159165,115,Yes
P0608,Project_P0608,Hyderabad,24,27685684,22282373,66,Yes
P0609,Project_P0609,Bengaluru,95,40631087,38201364,62,Yes
P0610,Project_P0610,Hyderabad,43,6057293,3659762,61,Yes
P0611,Project_P0611,Delhi,13,41682662,25516049,119,Yes
P0612,Project_P0612,Chennai,78,38221697,20197541,78,Yes
P0613,Project_P0613,Mumbai,73,27709091,20258652,109,Yes
P0614,Project_P0614,Hyderabad,94,29053049,31660967,16,Yes
P0615,Project_P0615,Bengaluru,23,43775038,33843342,97,Yes
P0616,Project_P0616,Delhi,83,22914969,19587360,33,No
P0617,Project_P0617,Mumbai,70,48920312,42217677,42,Yes
P0618,Project_P0618,Chennai,37,7850071,8255144,29,Yes
P0619,Project_P0619,Chennai,58,42631617,41245553,96,Yes
P0620,Project_P0620,Hyderabad,28,29545514,30914612,67,Yes
P0621,Project_P0621,Bengaluru,80,28475854,14985860,108,No
P0622,Project_P0622,Hyderabad,40,25892746,10683644,21,Yes
P0623,Project_P0623,Delhi,20,25452420,24003361,71,Yes
P0624,Project_P0624,Delhi,38,47485724,39642372,102,Yes
P0625,Project_P0625,Hyderabad,20,28524565,21043935,107,Yes
P0626,Project_P0626,Chennai,98,27913360,11980149,42,No
P0627,Project_P0627,Mumbai,66,27464457,20653630,38,No
P0628,Project_P0628,Delhi,58,6720989,7198429,115,Yes
P0629,Project_P0629,Chennai,70,19561764,20033914,33,Yes
P0630,Project_P0630,Bengaluru,90,22047498,26401254,110,Yes
P0631,Project_P0631,Delhi,98,12256918,4214946,67,No
P0632,Project_P0632,Delhi,9,15985823,15137193,109,Yes
P0633,Project_P0633,Chennai,53,41967024,40414219,86,Yes
P0634,Project_P0634,Delhi,19,23172532,17297683,65,Yes
P0635,Project_P0635,Hyderabad,69,10361577,7749582,113,Yes
P0636,Project_P0636,Chennai,37,25857862,21053751,85,Yes
P0637,Project_P0637,Delhi,91,21097736,19659871,73,No
P0638,Project_P0638,Bengaluru,41,7076270,4528999,77,Yes
P0639,Project_P0639,Hyderabad,6,20556458,24498423,54,Yes
P0640,Project_P0640,Delhi,70,35900440,33475667,26,Yes
P0641,Project_P0641,Hyderabad,16,10464790,8829372,64,Yes
P0642,Project_P0642,Delhi,37,37234993,35361451,22,Yes
P0643,Project_P0643,Chennai,42,30948600,15355828,73,No
P0644,Project_P0644,Mumbai,23,29452157,9153404,95,No
P0645,Project_P0645,Hyderabad,9,16624583,10475687,37,Yes
P0646,Project_P0646,Chennai,80,5462530,6009898,50,Yes
P0647,Project_P0647,Hyderabad,62,41077724,40977836,80,Yes
P0648,Project_P0648,Hyderabad,67,49879440,32016100,48,Yes
P0649,Project_P0649,Chennai,45,43644327,29518990,85,Yes
P0650,Project_P0650,Delhi,50,17262646,6108346,45,Yes
P0651,Project_P0651,Chennai,25,44679829,19749223,119,Yes
P0652,Project_P0652,Chennai,82,13217080,12447074,103,No
P0653,Project_P0653,Bengaluru,12,27394185,26788484,11,Yes
P0654,Project_P0654,Bengaluru,92,5374962,5208569,49,Yes
P0655,Project_P0655,Bengaluru,68,42711515,18381647,47,Yes
P0656,Project_P0656,Delhi,46,24753337,25012343,52,Yes
P0657,Project_P0657,Hyderabad,8,9359430,7232417,98,Yes
P0658,Project_P0658,Chennai,58,10384560,6986609,64,Yes
P0659,Project_P0659,Mumbai,14,6688874,3326163,86,Yes
P0660,Project_P0660,Delhi,98,27402592,23535951,105,No
P0661,Project_P0661,Hyderabad,19,41168887,15118234,89,Yes
P0662,Project_P0662,Mumbai,80,27855137,23239257,113,Yes
P0663,Project_P0663,Hyderabad,97,6123729,4963093,115,Yes
P0664,Project_P0664,Chennai,58,35667185,32608172,76,Yes
P0665,Project_P0665,Chennai,47,39538790,33265750,117,Yes
P0666,Project_P0666,Mumbai,86,33745645,28031054,41,No
P0667,Project_P0667,Mumbai,34,17370709,17935334,75,Yes
P0668,Project_P0668,Hyderabad,53,33817486,16916384,17,No
P0669,Project_P0669,Chennai,69,40828043,19951690,74,Yes
P0670,Project_P0670,Bengaluru,89,17836706,15682911,34,No
P0671,Project_P0671,Delhi,20,23714578,17507065,29,Yes
P0672,Project_P0672,Mumbai,95,39323804,44314456,105,No
P0673,Project_P0673,Bengaluru,70,30552867,23452682,115,Yes
P0674,Project_P0674,Hyderabad,22,42007794,43819038,35,Yes
P0675,Project_P0675,Bengaluru,100,24684262,25712879,17,Yes
P0676,Project_P0676,Bengaluru,79,28050911,23434358,62,Yes
P0677,Project_P0677,Delhi,60,22824640,13749611,40,Yes
P0678,Project_P0678,Hyderabad,21,46195935,47715848,60,Yes
P0679,Project_P0679,Hyderabad,28,26519468,15114491,87,Yes
P0680,Project_P0680,Chennai,42,26093556,27642340,42,Yes
P0681,Project_P0681,Bengaluru,19,41033404,35106268,44,Yes
P0682,Project_P0682,Delhi,52,28529716,8636808,82,No
P0683,Project_P0683,Bengaluru,87,14440287,8013550,48,Yes
P0684,Project_P0684,Hyderabad,15,43396449,49176294,76,Yes
P0685,Project_P0685,Mumbai,81,33100654,19698362,78,Yes
P0686,Project_P0686,Hyderabad,60,27294992,10481292,42,Yes
P0687,Project_P0687,Chennai,52,6817042,2085901,83,Yes
P0688,Project_P0688,Mumbai,90,24732301,26911128,106,No
P0689,Project_P0689,Hyderabad,80,29816355,31535808,47,Yes
P0690,Project_P0690,Chennai,41,12475956,13906975,96,Yes
P0691,Project_P0691,Delhi,60,17874208,17767471,21,Yes
P0692,Project_P0692,Delhi,10,30753750,16049243,39,Yes
P0693,Project_P0693,Hyderabad,74,17300337,17054574,26,Yes
P0694,Project_P0694,Chennai,84,38538041,13124630,19,No
P0695,Project_P0695,Delhi,88,45284147,18508350,82,No
P0696,Project_P0696,Delhi,16,47108881,37715147,76,Yes
P0697,Project_P0697,Mumbai,12,39845208,20249126,94,Yes
P0698,Project_P0698,Bengaluru,45,21986881,12667028,45,Yes
P0699,Project_P0699,Mumbai,14,49316083,24099509,110,Yes
P0700,Project_P0700,Bengaluru,59,38618021,22403314,55,No
P0701,Project_P0701,Delhi,6,40875154,35719926,76,Yes
P0702,Project_P0702,Bengaluru,24,13032716,11063357,72,Yes
P0703,Project_P0703,Bengaluru,36,10626760,8444664,55,Yes
P0704,Project_P0704,Hyderabad,82,30054297,16894684,61,No
P0705,Project_P0705,Chennai,22,12009347,6844333,100,Yes
P0706,Project_P0706,Bengaluru,99,40541434,21960065,49,No
P0707,Project_P0707,Delhi,5,44913336,49332297,85,Yes
P0708,Project_P0708,Mumbai,98,23007076,13569904,97,No
P0709,Project_P0709,Hyderabad,75,25057807,19677595,107,No
P0710,Project_P0710,Bengaluru,15,28995275,11974610,64,Yes
P0711,Project_P0711,Bengaluru,66,41535426,39929715,13,Yes
P0712,Project_P0712,Hyderabad,20,17344820,14908615,12,Yes
P0713,Project_P0713,Bengaluru,17,13750945,5783467,61,Yes
P0714,Project_P0714,Chennai,88,39999656,28522911,86,No
P0715,Project_P0715,Bengaluru,51,48985869,45517469,16,No
P0716,Project_P0716,Delhi,92,9398835,6678834,111,Yes
P0717,Project_P0717,Delhi,60,45173602,18838346,27,Yes
P0718,Project_P0718,Chennai,60,28461922,17691854,42,No
P0719,Project_P0719,Delhi,73,27341347,25216265,20,Yes
P0720,Project_P0720,Delhi,30,42641301,28754860,49,Yes
P0721,Project_P0721,Bengaluru,32,29707821,32800754,104,Yes
P0722,Project_P0722,Mumbai,86,43319016,14069128,32,Yes
P0723,Project_P0723,Hyderabad,98,15814937,10983855,30,Yes
P0724,Project_P0724,Mumbai,33,46452314,50209525,58,Yes
P0725,Project_P0725,Bengaluru,24,38931307,19583477,111,Yes
P0726,Project_P0726,Mumbai,5,48168023,18010275,50,Yes
P0727,Project_P0727,Delhi,100,7156208,2763315,16,No
P0728,Project_P0728,Hyderabad,42,47221057,50719061,67,Yes
P0729,Project_P0729,Mumbai,41,40475435,36237802,106,No
P0730,Project_P0730,Mumbai,25,23216461,8780630,64,Yes
P0731,Project_P0731,Hyderabad,42,20994727,17008328,39,Yes
P0732,Project_P0732,Delhi,64,14749398,7366214,19,Yes
P0733,Project_P0733,Delhi,12,22283167,18242298,22,Yes
P0734,Project_P0734,Chennai,50,34730284,17467106,114,No
P0735,Project_P0735,Hyderabad,10,32781478,37249085,117,Yes
P0736,Project_P0736,Chennai,81,38859377,43119829,60,Yes
P0737,Project_P0737,Hyderabad,87,38506485,17945775,108,No
P0738,Project_P0738,Hyderabad,95,16888131,6655121,102,No
P0739,Project_P0739,Hyderabad,12,35389833,33051131,70,Yes
P0740,Project_P0740,Chennai,75,31464569,21193210,75,Yes
P0741,Project_P0741,Hyderabad,9,46064536,14079434,37,Yes
P0742,Project_P0742,Hyderabad,78,26444405,30864190,67,Yes
P0743,Project_P0743,Chennai,39,35711717,13301828,77,No
P0744,Project_P0744,Chennai,75,42881439,35942183,77,Yes
P0745,Project_P0745,Delhi,43,23630717,23043380,49,No
P0746,Project_P0746,Delhi,33,5928955,3547535,37,Yes
P0747,Project_P0747,Delhi,88,43266903,17784485,12,Yes
P0748,Project_P0748,Bengaluru,5,42409700,34455367,108,Yes
P0749,Project_P0749,Hyderabad,8,29240119,18952937,31,Yes
P0750,Project_P0750,Delhi,37,18772393,13503917,106,Yes
P0751,Project_P0751,Bengaluru,35,48311421,27242217,59,Yes
P0752,Project_P0752,Mumbai,84,24701414,17164447,97,No
P0753,Project_P0753,Hyderabad,6,39703595,16186529,30,Yes
P0754,Project_P0754,Delhi,85,6780844,7841215,69,Yes
P0755,Project_P0755,Mumbai,30,18389403,8006603,50,Yes
P0756,Project_P0756,Hyderabad,64,23173676,11895250,65,Yes
P0757,Project_P0757,Bengaluru,91,31839395,16693573,35,No
P0758,Project_P0758,Chennai,80,8603912,7050762,15,No
P0759,Project_P0759,Hyderabad,33,6394903,6709981,44,Yes
P0760,Project_P0760,Mumbai,51,5685132,4588236,88,No
P0761,Project_P0761,Bengaluru,16,38399497,26539558,25,Yes
P0762,Project_P0762,Chennai,10,14764339,14132699,27,Yes
P0763,Project_P0763,Mumbai,5,25476986,22354534,42,Yes
P0764,Project_P0764,Delhi,98,48949315,15692421,106,Yes
P0765,Project_P0765,Hyderabad,50,31667401,11920129,60,No
P0766,Project_P0766,Hyderabad,89,11326031,6665885,111,Yes
P0767,Project_P0767,Mumbai,36,44811270,20513636,108,Yes
P0768,Project_P0768,Mumbai,14,13132018,5565158,17,Yes
P0769,Project_P0769,Chennai,44,28106045,24758099,89,Yes
P0770,Project_P0770,Chennai,62,24133770,26480967,48,Yes
P0771,Project_P0771,Mumbai,50,19044211,7624031,88,No
P0772,Project_P0772,Hyderabad,86,28326469,24205356,79,Yes
P0773,Project_P0773,Delhi,61,15091673,11330551,73,Yes
P0774,Project_P0774,Bengaluru,43,43065102,25392412,32,Yes
P0775,Project_P0775,Delhi,80,15849847,12582213,23,Yes
P0776,Project_P0776,Mumbai,48,44104061,38074264,90,Yes
P0777,Project_P0777,Bengaluru,70,13438424,14992201,46,No
P0778,Project_P0778,Delhi,100,38047964,43371572,25,No
P0779,Project_P0779,Hyderabad,49,23186064,19606541,37,No
P0780,Project_P0780,Chennai,93,31052604,21370241,73,No
P0781,Project_P0781,Chennai,15,27339518,31007070,120,Yes
P0782,Project_P0782,Chennai,12,44074881,22990818,113,Yes
P0783,Project_P0783,Chennai,40,10813956,4786778,18,Yes
P0784,Project_P0784,Chennai,92,36873295,27845944,57,No
P0785,Project_P0785,Bengaluru,12,8420021,5627186,107,Yes
P0786,Project_P0786,Hyderabad,60,18437254,10347173,99,No
P0787,Project_P0787,Bengaluru,44,9674124,7412059,53,Yes
P0788,Project_P0788,Bengaluru,26,25149522,8390996,22,No
P0789,Project_P0789,Bengaluru,73,17198851,20136747,68,Yes
P0790,Project_P0790,Chennai,25,34033297,30764081,47,Yes
P0791,Project_P0791,Delhi,58,21934582,21818199,69,Yes
P0792,Project_P0792,Hyderabad,18,32249619,21864627,26,Yes
P0793,Project_P0793,Delhi,50,19123179,11522566,13,Yes
P0794,Project_P0794,Mumbai,22,12328392,7482075,36,Yes
P0795,Project_P0795,Mumbai,28,29113103,22849815,12,Yes
P0796,Project_P0796,Chennai,87,26747532,20250784,115,Yes
P0797,Project_P0797,Bengaluru,19,31925599,34480505,106,Yes
P0798,Project_P0798,Hyderabad,8,46899414,19064583,16,Yes
P0799,Project_P0799,Chennai,82,7792993,5258591,88,No
P0800,Project_P0800,Delhi,16,37936393,39501516,68,Yes
P0801,Project_P0801,Chennai,81,6080098,2794603,79,No
P0802,Project_P0802,Bengaluru,28,24776860,28841086,68,Yes
P0803,Project_P0803,Chennai,88,43387066,28711097,20,Yes
P0804,Project_P0804,Hyderabad,77,37085179,11181268,65,Yes
P0805,Project_P0805,Delhi,78,35596353,11258294,45,Yes
P0806,Project_P0806,Chennai,32,19306037,7022365,94,Yes
P0807,Project_P0807,Bengaluru,52,31713169,33240113,12,No
P0808,Project_P0808,Mumbai,96,13072369,10693746,100,No
P0809,Project_P0809,Hyderabad,69,11726376,11426459,33,No
P0810,Project_P0810,Hyderabad,13,5807383,6255105,37,Yes
P0811,Project_P0811,Bengaluru,41,49660174,32966142,65,No
P0812,Project_P0812,Mumbai,11,29510086,33481684,23,Yes
P0813,Project_P0813,Delhi,83,11469505,10205522,57,No
P0814,Project_P0814,Mumbai,72,32212944,13917789,119,Yes
P0815,Project_P0815,Chennai,54,43916672,43254513,21,Yes
P0816,Project_P0816,Chennai,50,11279416,6989223,70,Yes
P0817,Project_P0817,Chennai,39,20333746,15759174,73,Yes
P0818,Project_P0818,Mumbai,82,24891926,21623228,62,Yes
P0819,Project_P0819,Hyderabad,62,21286707,14742268,42,Yes
P0820,Project_P0820,Mumbai,78,6014735,2055429,120,No
P0821,Project_P0821,Delhi,93,47853359,37155782,95,No
P0822,Project_P0822,Hyderabad,47,49011550,17963512,50,Yes
P0823,Project_P0823,Delhi,37,13561045,4210478,19,Yes
P0824,Project_P0824,Chennai,72,47514971,42866662,31,Yes
P0825,Project_P0825,Mumbai,59,7032867,7524984,90,Yes
P0826,Project_P0826,Hyderabad,88,11064779,6881918,50,No
P0827,Project_P0827,Bengaluru,54,39354876,16874090,47,No
P0828,Project_P0828,Delhi,53,25823565,17131938,11,No
P0829,Project_P0829,Hyderabad,42,29734893,29432462,60,Yes
P0830,Project_P0830,Bengaluru,23,23292472,25411963,31,Yes
P0831,Project_P0831,Hyderabad,77,22701939,11616148,17,No
P0832,Project_P0832,Mumbai,13,43322534,38649074,12,Yes
P0833,Project_P0833,Delhi,28,33997918,23005465,100,Yes
P0834,Project_P0834,Mumbai,42,33401929,11790976,93,Yes
P0835,Project_P0835,Mumbai,71,24554759,29164352,58,No
P0836,Project_P0836,Bengaluru,15,27213443,14332315,53,Yes
P0837,Project_P0837,Bengaluru,45,18658152,12191686,71,Yes
P0838,Project_P0838,Mumbai,99,43194855,29355322,26,Yes
P0839,Project_P0839,Chennai,14,20213865,6197114,12,Yes
P0840,Project_P0840,Hyderabad,76,14349654,11293207,47,No
P0841,Project_P0841,Hyderabad,10,18002463,14986778,55,Yes
P0842,Project_P0842,Bengaluru,98,32122688,36309080,79,Yes
P0843,Project_P0843,Mumbai,9,46328138,46311539,80,Yes
P0844,Project_P0844,Chennai,46,30733098,28778497,39,Yes
P0845,Project_P0845,Delhi,95,21961526,17465359,16,No
P0846,Project_P0846,Chennai,79,35155135,16309483,72,Yes
P0847,Project_P0847,Delhi,70,40263697,20885817,73,No
P0848,Project_P0848,Mumbai,10,24013466,9691894,78,Yes
P0849,Project_P0849,Delhi,30,6819320,2126483,88,Yes
P0850,Project_P0850,Chennai,96,34464506,36170962,41,Yes
P0851,Project_P0851,Mumbai,19,29714598,17955094,67,Yes
P0852,Project_P0852,Hyderabad,87,20797158,12053084,37,No
P0853,Project_P0853,Mumbai,59,9747699,4736802,35,Yes
P0854,Project_P0854,Hyderabad,92,6668950,2358665,70,No
P0855,Project_P0855,Delhi,42,9469705,9224017,24,Yes
P0856,Project_P0856,Chennai,13,35704802,14995471,81,Yes
P0857,Project_P0857,Hyderabad,30,18054752,20049380,35,Yes
P0858,Project_P0858,Hyderabad,37,16299110,5869290,53,No
P0859,Project_P0859,Bengaluru,76,12536467,5370792,21,No
P0860,Project_P0860,Delhi,100,33864630,20127497,25,No
