Project_ID,Workers,Engineers,Cranes,Excavators,Cement,Steel,Bricks,Shortage
P0578,78,14,8,3,Low,Available,Available,Yes
P0579,35,12,3,3,Available,Available,Available,No
P0580,91,12,6,5,Available,Low,Low,Yes
P0581,62,10,7,3,Low,Low,Low,No
P0582,100,9,6,6,Available,Available,Available,No
P0583,54,11,3,4,Available,Low,Available,No
P0584,78,6,6,2,Available,Low,Low,Yes
P0585,20,3,3,6,Available,Available,Low,Yes
P0586,34,10,2,5,Available,Low,Low,No
P0587,38,13,7,1,Low,Low,Available,Yes
P0588,108,4,2,2,Low,Available,Available,Yes
P0589,28,6,3,4,Low,Low,Low,Yes
P0590,69,13,8,3,Available,Low,Available,Yes
P0591,78,11,2,2,Low,Available,Available,Yes
P0592,15,6,8,5,Available,Low,Available,No
P0593,117,3,1,6,Low,Available,Available,No
P0594,79,8,7,6,Available,Low,Low,No
P0595,20,2,4,3,Available,Low,Low,No
P0596,84,13,5,1,Low,Low,Available,No
P0597,38,7,2,5,Available,Low,Low,Yes
P0598,57,3,2,3,Available,Low,Available,Yes
P0599,73,14,8,3,Available,Available,Low,No
P0600,23,3,6,2,Low,Low,Low,Yes
P0601,37,5,2,1,Low,Low,Low,Yes
P0602,23,4,2,6,Low,Available,Low,No
P0603,58,6,4,4,Available,Available,Available,No
P0604,47,12,8,5,Available,Available,Low,No
P0605,58,15,1,5,Low,Available,Available,No
P0606,66,9,5,6,Available,Low,Low,Yes
P0607,115,12,8,4,Available,Low,Low,No
P0608,66,7,3,2,Low,Low,Available,No
P0609,62,11,4,6,Available,Available,Available,No
P0610,61,6,2,5,Low,Available,Low,Yes
P0611,119,13,7,4,Low,Available,Low,Yes
P0612,78,2,2,1,Low,Available,Available,No
P0613,109,2,7,6,Low,Available,Available,No
P0614,16,9,4,2,Low,Available,Low,No
P0615,97,9,7,2,Low,Available,Low,Yes
P0616,33,13,3,4,Available,Low,Available,No
P0617,42,15,6,2,Low,Available,Low,Yes
P0618,29,8,4,3,Low,Available,Available,No
P0619,96,2,4,6,Available,Low,Available,No
P0620,67,15,5,5,Low,Available,Available,Yes
P0621,108,9,2,1,Low,Low,Low,No
P0622,21,7,5,4,Available,Low,Available,Yes
P0623,71,15,6,4,Low,Low,Available,Yes
P0624,102,11,3,2,Low,Available,Available,Yes
P0625,107,5,2,6,Available,Low,Available,No
P0626,42,7,7,6,Available,Available,Available,No
P0627,38,8,5,6,Available,Available,Low,Yes
P0628,115,8,3,3,Available,Available,Low,Yes
P0629,33,12,6,4,Available,Low,Available,No
P0630,110,12,5,3,Low,Available,Low,No
P0631,67,10,8,2,Low,Low,Low,No
P0632,109,5,6,4,Available,Available,Low,No
P0633,86,6,8,6,Low,Available,Available,Yes
P0634,65,4,6,5,Low,Available,Low,Yes
P0635,113,5,7,5,Available,Available,Low,No
P0636,85,12,8,5,Low,Available,Available,Yes
P0637,73,5,4,6,Low,Available,Available,Yes
P0638,77,6,1,6,Low,Low,Low,No
P0639,54,9,2,6,Available,Low,Low,Yes
P0640,26,8,3,5,Low,Low,Low,Yes
P0641,64,11,3,4,Low,Available,Low,Yes
P0642,22,2,8,5,Low,Low,Low,No
P0643,73,2,7,5,Low,Low,Available,Yes
P0644,95,12,5,4,Low,Available,Low,Yes
P0645,37,8,4,3,Low,Available,Low,Yes
P0646,50,2,3,6,Available,Low,Available,Yes
P0647,80,8,3,2,Available,Available,Available,No
P0648,48,14,7,2,Low,Low,Available,Yes
P0649,85,15,4,5,Available,Low,Low,Yes
P0650,45,14,2,5,Low,Low,Low,No
P0651,119,14,4,6,Low,Available,Available,No
P0652,103,4,1,5,Available,Low,Available,Yes
P0653,11,10,4,5,Low,Low,Low,No
P0654,49,6,4,6,Available,Available,Low,Yes
P0655,47,8,6,4,Available,Low,Low,Yes
P0656,52,7,4,4,Low,Low,Available,No
P0657,98,14,3,4,Low,Low,Available,Yes
P0658,64,13,2,3,Available,Available,Available,Yes
P0659,86,6,7,4,Low,Available,Available,No
P0660,105,10,1,5,Available,Available,Low,No
P0661,89,5,1,5,Low,Available,Available,No
P0662,113,15,1,3,Available,Available,Low,No
P0663,115,2,1,4,Available,Available,Available,Yes
P0664,76,15,7,2,Low,Low,Available,Yes
P0665,117,10,3,2,Low,Low,Available,Yes
P0666,41,3,1,6,Available,Available,Low,No
P0667,75,4,4,1,Low,Available,Low,Yes
P0668,17,13,5,2,Available,Available,Low,Yes
P0669,74,8,4,1,Low,Low,Available,No
P0670,34,14,2,6,Available,Low,Low,Yes
P0671,29,7,8,4,Low,Low,Available,No
P0672,105,9,8,6,Available,Low,Low,No
P0673,115,3,8,4,Available,Available,Available,Yes
P0674,35,2,5,1,Low,Low,Available,No
P0675,17,8,6,1,Low,Available,Low,Yes
P0676,62,7,7,6,Low,Available,Low,Yes
P0677,40,7,4,3,Available,Available,Available,Yes
P0678,60,12,8,6,Low,Available,Available,No
P0679,87,2,1,6,Low,Low,Available,Yes
P0680,42,3,5,5,Low,Available,Low,No
P0681,44,3,3,1,Low,Low,Low,Yes
P0682,82,7,3,4,Available,Low,Low,Yes
P0683,48,6,7,2,Low,Available,Low,Yes
P0684,76,7,1,5,Low,Low,Low,Yes
P0685,78,11,7,4,Low,Low,Available,No
P0686,42,7,2,6,Low,Low,Low,Yes
P0687,83,9,6,3,Available,Available,Available,Yes
P0688,106,2,6,4,Low,Available,Available,Yes
P0689,47,12,5,5,Available,Low,Available,Yes
P0690,96,5,3,1,Available,Low,Low,Yes
P0691,21,8,2,5,Low,Available,Low,No
P0692,39,5,2,1,Available,Low,Low,No
P0693,26,6,2,3,Low,Available,Low,Yes
P0694,19,10,1,1,Low,Available,Available,No
P0695,82,9,8,5,Low,Low,Low,No
P0696,76,3,3,1,Available,Available,Available,Yes
P0697,94,6,6,4,Available,Low,Available,No
P0698,45,13,5,3,Low,Available,Low,Yes
P0699,110,12,7,5,Low,Available,Low,No
P0700,55,3,4,4,Available,Available,Available,Yes
P0701,76,7,7,3,Available,Low,Available,No
P0702,72,3,3,2,Available,Low,Available,Yes
P0703,55,6,7,6,Available,Low,Available,Yes
P0704,61,12,6,1,Available,Available,Low,No
P0705,100,4,2,4,Available,Available,Low,Yes
P0706,49,12,1,5,Available,Low,Available,No
P0707,85,5,4,2,Low,Available,Low,Yes
P0708,97,7,6,1,Available,Available,Available,Yes
P0709,107,4,6,5,Low,Low,Low,No
P0710,64,12,6,3,Low,Low,Low,Yes
P0711,13,9,6,3,Available,Available,Low,Yes
P0712,12,7,8,4,Available,Available,Available,No
P0713,61,14,2,1,Low,Available,Low,No
P0714,86,13,8,2,Low,Available,Low,Yes
P0715,16,7,5,3,Low,Low,Available,Yes
P0716,111,15,6,5,Available,Low,Low,No
P0717,27,15,1,5,Low,Low,Available,No
P0718,42,6,8,4,Low,Available,Available,No
P0719,20,3,2,5,Low,Low,Low,Yes
P0720,49,3,4,6,Low,Available,Available,Yes
P0721,104,6,8,1,Low,Low,Available,No
P0722,32,14,2,6,Available,Low,Available,No
P0723,30,6,3,3,Low,Available,Available,No
P0724,58,13,1,2,Available,Available,Available,No
P0725,111,6,2,6,Low,Available,Available,Yes
P0726,50,6,7,4,Low,Available,Low,Yes
P0727,16,5,7,3,Available,Available,Available,No
P0728,67,12,5,4,Available,Low,Low,No
P0729,106,3,6,6,Available,Available,Available,No
P0730,64,9,5,5,Available,Available,Low,No
P0731,39,9,2,6,Available,Available,Available,No
P0732,19,2,6,5,Available,Available,Available,No
P0733,22,9,5,4,Low,Low,Low,Yes
P0734,114,12,7,4,Available,Available,Low,Yes
P0735,117,4,8,5,Low,Low,Available,No
P0736,60,2,3,2,Low,Available,Available,Yes
P0737,108,15,7,1,Available,Low,Available,Yes
P0738,102,15,6,3,Low,Available,Low,No
P0739,70,7,8,1,Low,Low,Low,No
P0740,75,13,5,3,Available,Available,Low,Yes
P0741,37,5,4,2,Available,Available,Low,Yes
P0742,67,11,7,3,Available,Available,Available,Yes
P0743,77,5,2,4,Low,Low,Available,No
P0744,77,11,5,5,Available,Low,Available,Yes
P0745,49,13,3,4,Low,Available,Low,No
P0746,37,14,7,3,Available,Available,Low,No
P0747,12,13,4,6,Low,Low,Low,Yes
P0748,108,10,3,2,Available,Low,Available,Yes
P0749,31,4,2,4,Low,Available,Available,Yes
P0750,106,4,4,3,Low,Low,Low,No
P0751,59,2,1,3,Available,Available,Low,Yes
P0752,97,9,1,2,Available,Low,Available,Yes
P0753,30,10,6,2,Available,Low,Available,No
P0754,69,6,8,1,Low,Available,Low,No
P0755,50,4,3,2,Low,Available,Available,Yes
P0756,65,4,6,2,Available,Low,Low,No
P0757,35,12,1,6,Available,Low,Available,Yes
P0758,15,2,7,2,Low,Low,Available,Yes
P0759,44,15,1,1,Low,Low,Low,No
P0760,88,3,5,4,Available,Available,Low,Yes
P0761,25,11,7,6,Low,Available,Low,No
P0762,27,5,4,1,Available,Low,Low,Yes
P0763,42,5,6,1,Low,Available,Low,Yes
P0764,106,9,8,3,Available,Low,Low,Yes
P0765,60,4,3,2,Low,Available,Available,No
P0766,111,8,3,5,Low,Available,Low,No
P0767,108,5,1,6,Low,Low,Low,No
P0768,17,15,5,1,Low,Available,Available,No
P0769,89,2,7,4,Available,Low,Available,Yes
P0770,48,5,2,2,Low,Available,Low,No
P0771,88,6,6,4,Available,Low,Available,Yes
P0772,79,6,5,5,Available,Low,Available,Yes
P0773,73,5,8,2,Low,Low,Low,Yes
P0774,32,14,7,6,Low,Low,Available,No
P0775,23,13,7,2,Available,Low,Available,No
P0776,90,6,6,1,Low,Available,Low,Yes
P0777,46,11,8,6,Low,Low,Available,Yes
P0778,25,2,2,1,Low,Available,Available,No
P0779,37,5,1,5,Low,Low,Available,Yes
P0780,73,15,5,3,Low,Available,Low,Yes
P0781,120,4,1,1,Low,Low,Low,Yes
P0782,113,15,2,4,Available,Low,Available,Yes
P0783,18,7,6,3,Low,Available,Available,No
P0784,57,6,5,2,Available,Available,Low,No
P0785,107,4,1,3,Low,Low,Low,No
P0786,99,14,5,3,Low,Available,Available,No
P0787,53,4,2,2,Available,Available,Available,Yes
P0788,22,10,3,6,Low,Available,Available,No
P0789,68,3,3,4,Low,Available,Low,No
P0790,47,7,5,3,Available,Low,Low,Yes
P0791,69,11,1,5,Low,Low,Low,No
P0792,26,11,6,4,Available,Available,Available,No
P0793,13,7,8,6,Available,Low,Low,Yes
P0794,36,2,3,4,Available,Available,Available,Yes
P0795,12,13,5,4,Low,Available,Available,No
P0796,115,14,1,4,Low,Low,Low,Yes
P0797,106,10,8,2,Available,Available,Low,Yes
P0798,16,9,1,3,Low,Low,Available,Yes
P0799,88,14,1,6,Low,Low,Available,No
P0800,68,7,2,4,Low,Available,Available,Yes
P0801,79,12,6,5,Available,Available,Low,No
P0802,68,8,2,2,Low,Available,Available,No
P0803,20,7,5,5,Low,Low,Low,No
P0804,65,12,1,2,Available,Low,Available,No
P0805,45,9,1,5,Low,Low,Available,Yes
P0806,94,8,8,3,Available,Low,Low,Yes
P0807,12,13,6,4,Available,Low,Low,No
P0808,100,11,3,3,Available,Available,Low,Yes
P0809,33,7,7,3,Low,Available,Low,No
P0810,37,13,3,3,Low,Available,Low,Yes
P0811,65,5,6,2,Available,Low,Available,Yes
P0812,23,7,6,3,Available,Low,Available,Yes
P0813,57,12,5,3,Low,Low,Low,Yes
P0814,119,9,4,6,Available,Available,Low,No
P0815,21,8,2,1,Low,Low,Low,Yes
P0816,70,4,7,1,Available,Low,Low,Yes
P0817,73,6,2,5,Available,Available,Low,Yes
P0818,62,10,5,3,Available,Low,Low,No
P0819,42,7,4,1,Available,Low,Available,Yes
P0820,120,14,8,1,Low,Low,Low,No
P0821,95,13,5,5,Available,Low,Available,Yes
P0822,50,12,5,6,Low,Low,Available,No
P0823,19,7,8,5,Low,Low,Low,Yes
P0824,31,14,6,5,Available,Low,Available,Yes
P0825,90,12,5,2,Low,Available,Available,Yes
P0826,50,7,1,4,Low,Available,Low,Yes
P0827,47,2,5,4,Low,Available,Low,No
P0828,11,4,3,2,Low,Available,Low,Yes
P0829,60,13,6,6,Low,Available,Available,No
P0830,31,7,2,1,Low,Available,Low,No
P0831,17,2,7,3,Available,Available,Available,Yes
P0832,12,12,1,3,Low,Available,Low,No
P0833,100,9,6,5,Available,Low,Low,No
P0834,93,5,6,6,Low,Available,Available,Yes
P0835,58,13,1,1,Available,Low,Available,Yes
P0836,53,15,1,6,Low,Available,Available,Yes
P0837,71,15,7,2,Available,Available,Low,No
P0838,26,14,6,2,Low,Available,Low,Yes
P0839,12,10,4,2,Low,Available,Available,Yes
P0840,47,9,6,1,Low,Low,Available,Yes
P0841,55,6,2,1,Low,Low,Low,No
P0842,79,7,1,2,Low,Available,Low,No
P0843,80,5,1,3,Available,Low,Low,No
P0844,39,4,7,4,Low,Available,Available,Yes
P0845,16,8,3,4,Available,Available,Low,No
P0846,72,6,5,2,Available,Low,Available,Yes
P0847,73,3,7,4,Low,Low,Low,No
P0848,78,13,8,1,Available,Low,Available,No
P0849,88,12,3,5,Low,Low,Low,No
P0850,41,2,2,6,Low,Available,Available,Yes
P0851,67,8,6,6,Low,Low,Available,Yes
P0852,37,7,3,2,Low,Low,Low,No
P0853,35,8,7,1,Available,Available,Available,Yes
P0854,70,6,1,1,Available,Low,Low,Yes
P0855,24,7,7,4,Low,Available,Available,Yes
P0856,81,12,1,5,Low,Available,Low,No
P0857,35,6,1,5,Available,Low,Available,No
P0858,53,3,3,4,Available,Low,Available,No
P0859,21,6,7,6,Low,Available,Available,No
P0860,25,7,3,6,Available,Available,Low,Yes
P0861,15,3,6,5,Available,Available,Low,Yes
P0862,56,9,3,6,Low,Low,Low,No
P0863,69,7,3,4,Low,Low,Available,No
P0864,87,15,8,1,Available,Available,Available,No
P0865,11,13,4,4,Available,Available,Available,Yes
P0866,87,15,8,5,Available,Low,Available,Yes
P0867,33,5,1,1,Available,Low,Available,Yes
P0868,48,10,3,6,Low,Available,Low,No
P0869,70,15,4,5,Available,Low,Available,Yes
P0870,37,3,5,1,Low,Low,Low,No
P0871,54,12,7,1,Low,Low,Available,No
P0872,43,14,4,4,Available,Low,Low,No
P0873,32,3,8,1,Low,Available,Low,No
P0874,19,15,7,3,Low,Low,Low,Yes
P0875,94,3,6,1,Low,Available,Low,Yes
P0876,109,13,5,1,Available,Low,Available,No
P0877,10,4,6,6,Available,Available,Low,No
P0878,68,12,6,1,Low,Available,Available,No
P0879,18,2,7,4,Available,Available,Available,Yes
P0880,116,11,2,5,Low,Low,Available,No
P0881,67,6,3,5,Low,Available,Low,Yes
P0882,31,14,4,5,Low,Available,Low,No
P0883,36,11,7,5,Available,Available,Available,Yes
P0884,91,5,7,1,Available,Available,Low,Yes
P0885,57,12,6,1,Available,Available,Available,Yes
P0886,44,13,3,6,Available,Available,Low,Yes
P0887,65,12,7,6,Available,Available,Low,No
P0888,111,15,3,6,Low,Available,Available,No
P0889,75,11,6,6,Available,Available,Available,No
P0890,77,12,2,4,Available,Available,Available,Yes
P0891,53,15,6,5,Low,Low,Available,Yes
P0892,49,6,2,4,Low,Available,Low,Yes
P0893,89,7,4,2,Available,Available,Available,Yes
P0894,83,11,2,2,Low,Low,Low,Yes
P0895,64,14,5,4,Available,Available,Low,Yes
P0896,103,11,3,4,Low,Available,Available,No
P0897,38,10,2,1,Low,Available,Available,Yes
P0898,117,6,4,5,Available,Low,Low,No
P0899,58,11,1,2,Available,Low,Available,No
P0900,58,8,2,2,Low,Low,Low,No
P0901,116,12,5,6,Low,Low,Available,Yes
P0902,56,13,2,5,Available,Available,Available,Yes
P0903,105,9,3,3,Low,Available,Available,Yes
P0904,86,14,3,2,Available,Low,Available,Yes
P0905,40,10,7,6,Available,Low,Low,Yes
P0906,93,11,6,6,Available,Low,Low,Yes
P0907,14,6,8,4,Available,Available,Low,Yes
P0908,50,3,2,1,Available,Low,Low,Yes
P0909,48,6,3,1,Available,Available,Available,Yes
P0910,56,11,5,5,Low,Available,Available,Yes
P0911,97,10,3,4,Available,Available,Available,Yes
P0912,10,8,2,1,Available,Low,Available,Yes
P0913,51,7,5,1,Low,Low,Low,No
P0914,62,5,3,6,Available,Available,Low,No
P0915,97,4,5,5,Available,Available,Available,Yes
P0916,21,2,1,2,Available,Available,Available,No
P0917,43,9,8,1,Available,Available,Low,No
P0918,110,10,8,5,Low,Low,Available,No
P0919,52,7,4,3,Low,Low,Low,No
P0920,16,15,6,4,Available,Low,Available,No
P0921,70,12,7,4,Low,Available,Available,No
P0922,119,5,1,2,Low,Available,Available,No
P0923,61,10,6,2,Low,Low,Low,Yes
P0924,103,13,1,4,Available,Available,Low,Yes
P0925,33,4,4,6,Available,Low,Available,No
P0926,66,11,3,5,Low,Low,Low,No
P0927,30,4,8,4,Available,Low,Low,No
P0928,16,9,8,1,Low,Low,Low,Yes
P0929,33,3,3,2,Available,Low,Low,Yes
P0930,98,15,3,2,Low,Low,Low,Yes
P0931,105,3,5,3,Low,Low,Low,Yes
P0932,58,13,6,6,Available,Low,Available,No
P0933,19,7,6,5,Low,Available,Low,Yes
P0934,22,3,1,6,Available,Low,Available,No
P0935,12,9,6,5,Available,Available,Available,Yes
P0936,86,6,2,4,Low,Low,Available,No
P0937,82,15,6,1,Low,Low,Low,No
P0938,30,15,1,3,Available,Available,Low,Yes
P0939,104,15,4,3,Low,Low,Low,Yes
P0940,110,5,4,5,Available,Available,Available,No
P0941,14,9,2,6,Low,Available,Low,Yes
P0942,111,15,2,4,Low,Low,Available,No
P0943,28,3,7,6,Available,Low,Low,Yes
P0944,76,4,5,4,Low,Low,Available,Yes
P0945,93,15,6,6,Available,Available,Low,No
P0946,109,11,7,6,Low,Low,Available,No
P0947,63,14,2,4,Available,Low,Low,Yes
P0948,15,12,1,4,Available,Low,Low,No
P0949,30,3,4,2,Low,Low,Available,Yes
P0950,56,15,3,4,Low,Low,Available,No
P0951,36,7,5,4,Low,Low,Available,Yes
P0952,45,2,1,5,Available,Low,Low,Yes
P0953,63,4,1,3,Low,Available,Low,No
P0954,70,12,6,3,Available,Available,Low,No
P0955,60,15,3,5,Low,Low,Available,Yes
P0956,119,6,7,1,Low,Low,Available,No
P0957,16,9,2,2,Available,Low,Available,Yes
P0958,41,2,4,3,Available,Available,Available,No
P0959,50,14,6,6,Low,Available,Available,Yes
P0960,10,5,1,2,Available,Available,Available,No
P0961,59,10,4,6,Low,Available,Available,Yes
P0962,48,13,1,3,Available,Available,Available,No
P0963,81,4,8,1,Available,Available,Available,No
P0964,75,9,3,6,Available,Low,Available,No
P0965,100,13,5,3,Available,Low,Low,Yes
P0966,34,6,8,4,Available,Available,Low,No
P0967,51,5,7,6,Available,Available,Low,No
P0968,107,6,6,6,Low,Available,Low,Yes
P0969,91,8,2,5,Available,Available,Available,No
P0970,29,6,8,2,Low,Low,Low,Yes
P0971,78,9,6,1,Available,Available,Available,Yes
P0972,113,5,3,2,Low,Available,Available,No
P0973,36,14,7,5,Available,Available,Low,Yes
P0974,69,7,6,3,Low,Available,Low,Yes
P0975,18,14,2,5,Available,Low,Available,Yes
P0976,66,7,5,4,Available,Available,Available,Yes
P0977,79,15,1,4,Available,Available,Available,No
P0978,86,12,7,5,Low,Available,Low,Yes
P0979,32,8,2,5,Available,Available,Low,No
P0980,78,15,7,6,Low,Low,Available,No
P0981,41,9,6,6,Low,Available,Low,No
P0982,73,2,4,2,Available,Low,Available,No
P0983,12,8,8,1,Available,Available,Low,No
P0984,69,12,3,1,Low,Low,Available,Yes
P0985,36,7,3,3,Available,Available,Low,No
P0986,18,2,6,1,Low,Available,Low,Yes
P0987,43,7,8,5,Low,Available,Low,No
P0988,96,14,1,4,Available,Low,Available,No
P0989,100,3,8,4,Low,Available,Low,No
P0990,53,13,3,1,Available,Low,Low,Yes
P0991,86,12,5,3,Low,Low,Low,No
P0992,22,3,6,3,Available,Low,Low,No
P0993,59,13,2,1,Available,Available,Available,Yes
P0994,30,4,7,1,Low,Available,Low,No
P0995,91,3,1,4,Low,Available,Low,Yes
P0996,44,8,7,6,Available,Available,Low,No
P0997,26,6,3,5,Low,Available,Low,Yes
P0998,32,11,8,5,Low,Available,Available,Yes
P0999,85,11,6,6,Available,Available,Available,No
P1000,91,3,5,1,Available,Available,Available,No
